case,idx,x_m,span_m,x_over_c,y_over_b,phi_rad,cp_low,cp_fluent,p_e_low,p_wall_fluent,p_e_over_p_wall,q_low,q_fluent,q_ratio,q_lam_low,rho_e,ma_e
ma6_a5_h30km,325,0.29110832561023703,0.10310269999999999,0.0125,0.1,0.3239279312247761,0.10186716206770152,0.12335678474504104,4176.663418871034,4813.34897,0.8677250382016316,162961.7819515377,142128.4406,1.1465810872446713,162961.7819515377,0.04214995354172714,4.681310973676283
ma6_a5_h30km,326,0.3329803721214999,0.10310269999999999,0.025,0.1,0.3297036534088452,0.1038829721596966,0.031712295703119744,4236.14330591087,2107.763011,2.0097815948962348,116128.51686172289,57524.42744,2.0187687566790475,116128.51686172289,0.04257784206646726,4.669705799579432
ma6_a5_h30km,327,0.3748524186327627,0.10310269999999999,0.037500000000000006,0.1,0.35942975641827535,0.11427186384941262,0.0860099254413263,4542.685130771877,3710.771617,1.224188820988246,97758.83519135899,109901.3181,0.8895146744501055,97758.83519135899,0.04475653927110763,4.612631378972953
ma6_a5_h30km,328,0.4167244651440255,0.10310269999999999,0.05,0.1,0.384121645480356,0.12290788156348496,0.030236196244459296,4797.505443531927,2064.184679,2.3241648348325556,85661.95956206386,35742.98706,2.3966088625516195,85661.95956206386,0.046535790814522575,4.568347805374917
ma6_a5_h30km,329,0.45859651165528836,0.10310269999999999,0.0625,0.1,0.3799069600270291,0.12143396106294004,0.07116463428792362,4754.014925637284,3272.499641,1.452716714182608,76506.81995500322,97858.6955,0.781809113273978,76506.81995500322,0.04623407197974813,4.57571845681536
ma6_a5_h30km,330,0.5004685581665511,0.10310269999999999,0.07500000000000001,0.1,0.3683912188086818,0.117406208910606,0.0629264048894475,4635.169284375424,3029.285477,1.5301196666897776,69195.65120731766,93627.25534,0.7390545729022933,69195.65120731766,0.045405516008183266,4.596247695092117
ma6_a5_h30km,331,0.5423406046778141,0.10310269999999999,0.08750000000000001,0.1,0.36161534958384867,0.11503625480660269,0.06030799697899971,4565.239779133092,2951.9832,1.5464992413009302,63119.17738809936,91363.27628,0.6908593907541004,63119.17738809936,0.04491515432039496,4.608601903234516
ma6_a5_h30km,332,0.5842126511890768,0.10310269999999999,0.1,0.1,0.3490222248697748,0.11063261226415402,0.0592041940790796,4435.302855992961,2919.39604,1.5192535699928402,58030.65249690832,88482.51303,0.6558431774788429,58030.65249690832,0.04399826285607247,4.632124938667135
ma6_a5_h30km,405,0.32856561084395286,0.128878375,0.0,0.125,0.3239279312247761,0.10186716206770152,0.10966127973193829,4176.663418871034,4409.0217,0.9472993564243591,163559.79679805366,158562.064,1.0315190952487454,319905.425216064,0.04214995354172714,4.681310973676283
ma6_a5_h30km,406,0.3694460407084035,0.128878375,0.0125,0.125,0.3239279312247761,0.10186716206770152,0.054439656946474645,4176.663418871034,2778.734393,1.5030811974662286,164926.38197591307,96508.0411,1.708939276935682,164926.38197591307,0.04214995354172714,4.681310973676283
ma6_a5_h30km,407,0.41032647057285404,0.128878375,0.025,0.125,0.3239279312247761,0.10186716206770152,0.12040659388080965,4176.663418871034,4726.251589,0.8837158454687237,116620.56309173096,153064.179,0.7619063052742795,116620.56309173096,0.04214995354172714,4.681310973676283
ma6_a5_h30km,408,0.45120690043730466,0.128878375,0.037500000000000006,0.125,0.34570368040073846,0.10947254003245507,0.028528926935250238,4401.072962227912,2013.781606,2.1854767910855135,97790.05910326494,62703.78842,1.5595558349401712,97790.05910326494,0.04375545099006463,4.6384491060781015
ma6_a5_h30km,409,0.4920873303017552,0.128878375,0.05,0.125,0.3876346883896028,0.12413627558317553,0.08448046060760453,4833.7512872360285,3665.617799,1.31867301838034,86668.3510334048,120365.5016,0.7200431176818591,86668.3510334048,0.04678665249260373,4.562261332211066
ma6_a5_h30km,410,0.5329677601662058,0.128878375,0.0625,0.125,0.3810816452637359,0.12184477831890803,0.02638005652738428,4766.136783780583,1950.341309,2.4437449803205613,77461.35969323614,43939.13734,1.7629239985719787,77461.35969323614,0.04631824728764828,4.573656587289654
ma6_a5_h30km,411,0.5738481900306565,0.128878375,0.07500000000000001,0.125,0.37544698641427277,0.11987410195536574,0.07091021450682869,4707.988643754376,3264.988501,1.4419617840345884,70421.83250329937,106460.2162,0.661484966092896,70421.83250329937,0.04591390081723896,4.583600735385123
ma6_a5_h30km,412,0.614728619895107,0.128878375,0.08750000000000001,0.125,0.3639124815586036,0.11583968826010553,0.06785624208813607,4588.9464423987165,3174.827216,1.4454161219458048,64489.87423807857,103262.0957,0.6245261032221968,64489.87423807857,0.04508162974011733,4.604390349154755
ma6_a5_h30km,413,0.6556090497595576,0.128878375,0.1,0.125,0.3639124815586036,0.11583968826010553,0.06548408229405996,4588.9464423987165,3104.79483,1.4780192230604547,60324.7535787573,98907.22237,0.6099125234059214,60324.7535787573,0.04508162974011733,4.604390349154755
ma6_a5_h30km,414,0.6964894796240082,0.128878375,0.1125,0.125,0.35104770383325595,0.11134075750104787,0.06359579700641133,4456.197879222335,3049.04769,1.4615048147122736,56045.755751076,99115.27583,0.5654603216481409,56045.755751076,0.04414621977483395,4.628291026083095
ma6_a5_h30km,415,0.7373699094884587,0.128878375,0.125,0.125,0.34426912936490717,0.10897112557423032,0.05739416436441474,4386.277880362918,2865.95921,1.5304746365747885,52249.08255987383,90442.77455,0.5777032252696833,52249.08255987383,0.043650334282273724,4.641199495853264
ma6_a5_h30km,486,0.40789494258893155,0.15465405000000002,0.0,0.15000000000000002,0.3239279312247761,0.10186716206770152,0.14433562032187033,4176.663418871034,5432.699283,0.7688007749555819,162606.08722882796,173263.9951,0.9384874632203836,323857.36242178717,0.04214995354172714,4.681310973676283
ma6_a5_h30km,487,0.4477837558065699,0.15465405000000002,0.0125,0.15000000000000002,0.3239279312247761,0.10186716206770152,0.15324928496508122,4176.663418871034,5695.854069,0.7332813250259965,166963.7925784239,184372.1604,0.9055802796701616,166963.7925784239,0.04214995354172714,4.681310973676283
ma6_a5_h30km,488,0.4876725690242083,0.15465405000000002,0.025,0.15000000000000002,0.3239279312247761,0.10186716206770152,0.04756147767486198,4176.663418871034,2575.67248,1.6215817233373686,118061.22994482763,91534.31416,1.2898029665515292,118061.22994482763,0.04214995354172714,4.681310973676283
ma6_a5_h30km,489,0.5275613822418467,0.15465405000000002,0.037500000000000006,0.15000000000000002,0.3295568671808381,0.10383172706151081,0.11198855117469322,4234.631232594272,4477.728864,0.9457096133354161,97131.88128830025,145107.0098,0.6693810410825533,97131.88128830025,0.04256698581322621,4.669998575383742
ma6_a5_h30km,490,0.567450195459485,0.15465405000000002,0.05,0.15000000000000002,0.3874279574827116,0.12406399323476411,0.02732312677337426,4831.618474261454,1978.183219,2.442452462367923,87719.69253605581,66513.57013,1.3188239988412696,87719.69253605581,0.046771905964248996,4.562618075372191
ma6_a5_h30km,491,0.6073390086771233,0.15465405000000002,0.0625,0.15000000000000002,0.3833482248910322,0.12263742179797751,0.025622185729174594,4789.525070596457,1927.966973,2.484236056774224,78513.3491455673,60493.9473,1.2978711532280405,78513.3491455673,0.046480485096052425,4.569694733266827
ma6_a5_h30km,492,0.6472278218947618,0.15465405000000002,0.07500000000000001,0.15000000000000002,0.37625432250270296,0.12015647378521264,0.08240783392593239,4716.320502300586,3604.428417,1.308479447131322,71490.54003485612,117892.1234,0.6064064160783122,71490.54003485612,0.04597192551798558,4.5821675376226185
ma6_a5_h30km,493,0.6871166351124001,0.15465405000000002,0.08750000000000001,0.15000000000000002,0.3654856372971264,0.11638992177803521,0.025076206313420786,4605.182013210647,1911.848227,2.4087592038814316,65698.22985285694,52805.04454,1.244165788044934,65698.22985285694,0.04519549911038399,4.601519954207843
ma6_a5_h30km,494,0.7270054483300384,0.15465405000000002,0.1,0.15000000000000002,0.36507888840953384,0.11624765469081172,0.027062811818827408,4600.984182119741,1970.498038,2.334934667983537,61554.13199355532,44931.45851,1.369956240789641,61554.13199355532,0.04516606832283027,4.602261039679783
ma6_a5_h30km,495,0.7668942615476768,0.15465405000000002,0.1125,0.15000000000000002,0.3531389765560303,0.1120719706731759,0.026527056764611735,4477.773560906304,1954.681142,2.2907948844918584,57333.01564071486,41395.21552,1.3850155125539703,57333.01564071486,0.04429878855410399,4.624353097801972
ma6_a5_h30km,496,0.8067830747653151,0.15465405000000002,0.125,0.15000000000000002,0.34608968119096706,0.10960746478775425,0.058659475221929866,4405.054145393897,2903.314509,1.5172500711647485,53555.44384978977,95259.22211,0.5622074447337703,53555.44384978977,0.043783719415231404,4.637710760051558
ma6_a5_h30km,497,0.8466718879829536,0.15465405000000002,0.1375,0.15000000000000002,0.3416067389874466,0.10804066390939049,0.05846842886876193,4358.823034820004,2897.674319,1.5042487715887451,50988.363054272675,94782.6415,0.5379504331948026,50988.363054272675,0.043455003086074744,4.646330706497755
ma6_a5_h30km,498,0.8865607012005919,0.15465405000000002,0.15000000000000002,0.15000000000000002,0.3352879692357022,0.10583304545626097,0.05748753874839558,4293.683517590361,2868.715867,1.4967266598209814,48041.46376055848,91470.29254,0.5252138418552661,48041.46376055848,0.042990146262049576,4.65864994356399
ma6_a5_h30km,499,0.9264495144182302,0.15465405000000002,0.1625,0.15000000000000002,0.3327141700583977,0.10493414059995074,0.056847396875129234,4267.159809069794,2849.817198,1.4973450971046438,46095.936355991726,87329.59892,0.5278386357667669,46095.936355991726,0.042800288127504284,4.66372568292384
ma6_a5_h30km,567,0.48722427433391013,0.180429725,0.0,0.17500000000000002,0.3239279312247761,0.10186716206770152,0.12070874667888976,4176.663418871034,4735.171933,0.8820510591734483,161668.86854524066,176275.6225,0.9171368465610761,327959.47412364633,0.04214995354172714,4.681310973676283
ma6_a5_h30km,568,0.5261214709047363,0.180429725,0.0125,0.17500000000000002,0.3239279312247761,0.10186716206770152,0.08020911331135805,4176.663418871034,3539.516411,1.1800096210575344,169078.6252387069,128464.548,1.3161500808667221,169078.6252387069,0.04214995354172714,4.681310973676283
ma6_a5_h30km,569,0.5650186674755624,0.180429725,0.025,0.17500000000000002,0.3239279312247761,0.10186716206770152,0.13704373594584104,4176.663418871034,5217.423709,0.8005221833270575,119556.64245998856,166005.8179,0.7201954965940297,119556.64245998856,0.04214995354172714,4.681310973676283
ma6_a5_h30km,570,0.6039158640463885,0.180429725,0.037500000000000006,0.17500000000000002,0.3239279312247761,0.10186716206770152,0.12189483880383743,4176.663418871034,4770.188487,0.8755761811621331,97617.58979577928,151613.2527,0.6438592145301244,97617.58979577928,0.04214995354172714,4.681310973676283
ma6_a5_h30km,571,0.6428130606172147,0.180429725,0.05,0.17500000000000002,0.37527684361893965,0.11981459283257992,0.03434987054009145,4706.232726411171,2185.631146,2.1532602767965727,88811.93230406665,77109.43553,1.1517647833061067,88811.93230406665,0.04590166852183674,4.583903136872148
ma6_a5_h30km,572,0.6817102571880408,0.180429725,0.0625,0.17500000000000002,0.3839273688919343,0.12283994503753384,0.09708292233281737,4795.50086140115,4037.675561,1.1876885076455874,79452.51135883135,127438.0842,0.6234597126722292,79452.51135883135,0.04652190109843,4.568685905151391
ma6_a5_h30km,573,0.7206074537588669,0.180429725,0.07500000000000001,0.17500000000000002,0.37883018779750566,0.12105737641424737,0.08627563012647971,4742.903158485148,3718.615917,1.2754485174988155,72548.20021326919,122437.7241,0.592531433808881,72548.20021326919,0.04615685695140052,4.577613641954493
ma6_a5_h30km,574,0.759504650329693,0.180429725,0.08750000000000001,0.17500000000000002,0.36613910423632473,0.11661848364889957,0.07424233359338198,4611.926117883309,3363.361406,1.3712252598415258,66771.83639002411,112347.2173,0.5943345816187305,66771.83639002411,0.04524276565372157,4.6003309167580015
ma6_a5_h30km,575,0.7984018469005192,0.180429725,0.1,0.17500000000000002,0.3658554957404589,0.11651928629635055,0.06915954143646533,4608.9991321778125,3213.304035,1.4343489075343012,62559.02230925358,105985.6818,0.5902591863993989,62559.02230925358,0.045222254090788436,4.600846729800676
ma6_a5_h30km,576,0.8372990434713452,0.180429725,0.1125,0.17500000000000002,0.35533389557324874,0.11283948672859571,0.025650248984959594,4500.420420577717,1928.795474,2.3332802680444886,58457.208599766906,56536.35297,1.033975584360494,58457.208599766906,0.04445870622488868,4.620242242280202
ma6_a5_h30km,577,0.8761962400421714,0.180429725,0.125,0.17500000000000002,0.34949547266877534,0.11079806258571682,0.0626026435459839,4440.184747633617,3019.727192,1.4703926763307489,54871.23277392687,98138.58906,0.5591198457151211,54871.23277392687,0.04403284915473684,4.631227395793682
ma6_a5_h30km,578,0.9150934366129976,0.180429725,0.1375,0.17500000000000002,0.3459016625771061,0.10954174340501066,0.026291838019472772,4403.11492481096,1947.736867,2.260631299541428,52267.8542910515,47679.80127,1.0962263453043855,52267.8542910515,0.04376995087511426,4.638070313315133
ma6_a5_h30km,579,0.9539906331838237,0.180429725,0.15000000000000002,0.17500000000000002,0.336040694897943,0.10609597304234558,0.059471299859116755,4301.441640829287,2927.281704,1.4694320792397804,49238.45290068129,90460.91307,0.5443063885788976,49238.45290068129,0.04304561592175778,4.65717187786498
ma6_a5_h30km,580,0.9928878297546498,0.180429725,0.1625,0.17500000000000002,0.336040694897943,0.10609597304234558,0.054090812671554876,4301.441640829287,2768.435594,1.5537445227737117,47306.775355229,87311.05512,0.5418188486006811,47306.775355229,0.04304561592175778,4.65717187786498
ma6_a5_h30km,581,1.031785026325476,0.180429725,0.17500000000000002,0.17500000000000002,0.32594409834630317,0.10257069542896015,0.052113033752290545,4197.422360907584,2710.046367,1.548837839831537,44844.33242850547,86146.14198,0.5205611232005803,44844.33242850547,0.042299486520715884,4.677239950452691
ma6_a5_h30km,582,1.070682222896302,0.180429725,0.1875,0.17500000000000002,0.32594409834630317,0.10257069542896015,0.05125961115538159,4197.422360907584,2684.851091,1.5633724994946412,43323.74107685553,84115.20897,0.5150524097527606,43323.74107685553,0.042299486520715884,4.677239950452691
ma6_a5_h30km,648,0.5665536060788887,0.20620539999999998,0.0,0.2,0.3239279312247761,0.10186716206770152,0.12903826030173954,4176.663418871034,4981.081047,0.838505412672727,160747.67091246226,169845.1149,0.946436822790611,332221.51891575026,0.04214995354172714,4.681310973676283
ma6_a5_h30km,649,0.6044591860029026,0.20620539999999998,0.0125,0.2,0.3239279312247761,0.10186716206770152,0.15655877513630911,4176.663418871034,5793.558909,0.7209149823923943,171275.91097372165,192121.7622,0.8914966686357078,171275.91097372165,0.04214995354172714,4.681310973676283
ma6_a5_h30km,650,0.6423647659269165,0.20620539999999998,0.025,0.2,0.3239279312247761,0.10186716206770152,0.0640620364961208,4176.663418871034,3062.812304,1.363669400640828,121110.35810342185,111698.7038,1.0842592974066532,121110.35810342185,0.04214995354172714,4.681310973676283
ma6_a5_h30km,651,0.6802703458509304,0.20620539999999998,0.037500000000000006,0.2,0.3239279312247761,0.10186716206770152,0.1255275847740666,4176.663418871034,4877.436687,0.8563234516202411,98886.19330637642,152017.7209,0.6504912237924259,98886.19330637642,0.04214995354172714,4.681310973676283
ma6_a5_h30km,652,0.7181759257749443,0.20620539999999998,0.05,0.2,0.3498412354804508,0.1109189457142462,0.10852923188507764,4443.7516088466355,4375.600675,1.015575217874889,88432.38007065795,141368.6154,0.6255446431334146,88432.38007065795,0.04405811210676642,4.630572315149246
ma6_a5_h30km,653,0.7560815056989582,0.20620539999999998,0.0625,0.2,0.3839151056054128,0.12283565667776995,0.09966927814852343,4795.374326091423,4114.031576,1.165614370600889,80435.43042942675,130799.2032,0.6149535200641555,80435.43042942675,0.04652102428172728,4.568707252292799
ma6_a5_h30km,654,0.793987085622972,0.20620539999999998,0.07500000000000001,0.2,0.37947114835225243,0.12128154368290009,0.02935567544819928,4749.517592984926,2038.189393,2.3302631292738383,73526.23794746699,70379.38976,1.0447126381487253,73526.23794746699,0.04620282649316045,4.576484914302108
ma6_a5_h30km,655,0.831892665546986,0.20620539999999998,0.08750000000000001,0.2,0.36799969405400956,0.11726926416284458,0.02615015245177792,4631.128497914489,1943.553937,2.382814497581134,67942.663611695,65658.07888,1.034795180892673,67942.663611695,0.0453772389006534,4.5969559235127155
ma6_a5_h30km,656,0.8697982454709998,0.20620539999999998,0.1,0.2,0.36231650218725464,0.11528148332646063,0.07532479679256837,4572.475661480353,3395.318562,1.3467000453668632,63185.921655807695,109493.527,0.5770744936895466,63185.921655807695,0.044965993025902616,4.607313861490645
ma6_a5_h30km,657,0.9077038253950138,0.20620539999999998,0.1125,0.2,0.3584967164215348,0.11394555318812616,0.023318346754929622,4533.056782669897,1859.951597,2.4371907258132253,59539.15545986751,58756.40305,1.013321993335797,59539.15545986751,0.04468875963860315,4.614358285025454
ma6_a5_h30km,658,0.9456094053190276,0.20620539999999998,0.125,0.2,0.34920590801414886,0.11069682856978356,0.024605150246729376,4437.197666729413,1897.941415,2.337900227931647,56001.155158926405,57709.25753,0.9704015881648513,56001.155158926405,0.04401168814218792,4.631776444859541
ma6_a5_h30km,659,0.9835149852430416,0.20620539999999998,0.1375,0.2,0.34920590801414886,0.11069682856978356,0.05914342570398406,4437.197666729413,2917.601998,1.5208372045848224,53395.0063985741,92670.91907,0.5761786646169074,53395.0063985741,0.04401168814218792,4.631776444859541
ma6_a5_h30km,660,1.0214205651670554,0.20620539999999998,0.15000000000000002,0.2,0.3385806986655003,0.1069833130071287,0.057622549875911526,4327.6241076602755,2872.70175,1.5064648140588472,50484.36037206138,91808.5879,0.5498871241440952,50484.36037206138,0.04323260687335995,4.652205390208951
ma6_a5_h30km,661,1.0593261450910694,0.20620539999999998,0.1625,0.2,0.3385806986655003,0.1069833130071287,0.025566193927844236,4327.6241076602755,1926.313948,2.246582968551643,48503.80453445334,57255.77389,0.8471425891061926,48503.80453445334,0.04323260687335995,4.652205390208951
ma6_a5_h30km,662,1.0972317250150834,0.20620539999999998,0.17500000000000002,0.2,0.32817661160317524,0.10334989668721421,0.053105580186767566,4220.414012257231,2739.348944,1.5406631643264033,46017.7217235705,84714.2246,0.5432112722610047,46017.7217235705,0.042464856006712674,4.672757079095096
ma6_a5_h30km,663,1.1351373049390971,0.20620539999999998,0.1875,0.2,0.3283792578749718,0.10342063391585049,0.05318756313822537,4222.501233858862,2741.769296,1.5400643810619368,44438.291868390304,83438.90813,0.5325847720724519,44438.291868390304,0.04247985577143242,4.672351459298741
ma6_a5_h30km,664,1.173042884863111,0.20620539999999998,0.2,0.2,0.31901101718576336,0.1001520998344485,0.052726810829803725,4126.057606197868,2728.166678,1.5123920541477518,42385.80193959991,78623.17876,0.5391005885043653,42385.80193959991,0.041784531293249286,4.69133012489096
ma6_a5_h30km,665,1.210948464787125,0.20620539999999998,0.21250000000000002,0.2,0.31901101718576336,0.1001520998344485,0.04875379512682095,4126.057606197868,2610.872822,1.5803364956846866,41120.26786434831,77096.05796,0.5333640779102203,41120.26786434831,0.041784531293249286,4.69133012489096
ma6_a5_h30km,729,0.6458829378238673,0.23198107499999998,0.0,0.225,0.3239279312247761,0.10186716206770152,0.17995881357027174,4176.663418871034,6484.389488,0.6441105098020963,159842.04302481096,222284.2346,0.7190885278591457,336654.16689293523,0.04214995354172714,4.681310973676283
ma6_a5_h30km,730,0.6827969011010689,0.23198107499999998,0.0125,0.225,0.3239279312247761,0.10186716206770152,0.1604675032650366,4176.663418871034,5908.954827,0.7068362411210957,173561.15072217584,189511.4702,0.9158345430965679,173561.15072217584,0.04214995354172714,4.681310973676283
ma6_a5_h30km,731,0.7197108643782706,0.23198107499999998,0.025,0.225,0.3239279312247761,0.10186716206770152,0.14206149232269819,4176.663418871034,5365.561053,0.7784206306879635,122726.26662619098,167522.0062,0.7325978801834034,122726.26662619098,0.04214995354172714,4.681310973676283
ma6_a5_h30km,732,0.7566248276554723,0.23198107499999998,0.037500000000000006,0.225,0.3239279312247761,0.10186716206770152,0.12432764398259415,4176.663418871034,4842.011284,0.862588534783562,100205.57709030935,151479.8081,0.6615111172055238,100205.57709030935,0.04214995354172714,4.681310973676283
ma6_a5_h30km,733,0.793538790932674,0.23198107499999998,0.05,0.225,0.3346260884579761,0.1056018634532255,0.04936888848291413,4286.862101485343,2629.031993,1.6305857490131135,88078.06479231874,93213.37176,0.9449080440850983,88078.06479231874,0.04294135028458264,4.659952000388771
ma6_a5_h30km,734,0.8304527542098756,0.23198107499999998,0.0625,0.225,0.38446091973969737,0.12302652123357094,0.037312215472260934,4801.00610770817,2273.087347,2.1121080604511278,81470.17621612268,79253.3983,1.0279707616792841,81470.17621612268,0.046560042882543624,4.567757746609962
ma6_a5_h30km,735,0.8673667174870773,0.23198107499999998,0.07500000000000001,0.225,0.38090309870134287,0.12178233683840681,0.09448181176587178,4764.294342262127,3960.883947,1.2028361360778157,74505.86074164146,124164.7768,0.6000563337028562,74505.86074164146,0.046305457148249386,4.573969602752642
ma6_a5_h30km,736,0.9042806807642789,0.23198107499999998,0.08750000000000001,0.225,0.372577080908773,0.11887030890042374,0.08877966812891523,4678.37003148707,3792.541694,1.2335711533213984,68967.92399265313,117970.4814,0.5846201793379571,68967.92399265313,0.04570739292635265,4.588718421725923
ma6_a5_h30km,737,0.9411946440414807,0.23198107499999998,0.1,0.225,0.36205984710932904,0.11519171772010736,0.02525075450674108,4569.826975402652,1917.001348,2.383841294723311,64286.83368848352,63901.67181,1.0060274147385178,64286.83368848352,0.04494738624748529,4.60778508512972
ma6_a5_h30km,738,0.9781086073186822,0.23198107499999998,0.1125,0.225,0.36205984710932904,0.11519171772010736,0.07199895702551373,4569.826975402652,3297.131039,1.3860010176570519,60610.20805618467,103067.7059,0.5880620658714464,60610.20805618467,0.04494738624748529,4.60778508512972
ma6_a5_h30km,739,1.015022570595884,0.23198107499999998,0.125,0.225,0.3510071288675675,0.11132657110196152,0.06629250946922599,4455.779285517249,3128.661723,1.424180585827191,57036.23256028824,98324.85842,0.5800794781382228,57036.23256028824,0.044143257676042914,4.628367635593814
ma6_a5_h30km,740,1.0519365338730857,0.23198107499999998,0.1375,0.225,0.34552836592599323,0.10941126065028303,0.062216281571706104,4399.264810386656,3008.320772,1.4623655998831284,53914.507413167325,94948.12388,0.5678312030820859,53914.507413167325,0.04374260977996678,4.638784688790898
ma6_a5_h30km,741,1.0888504971502873,0.23198107499999998,0.15000000000000002,0.225,0.34092588854501304,0.10780274361409607,0.0233566160473245,4351.802794002284,1861.081407,2.3383194188250167,51560.328727120585,57963.80966,0.8895262238551865,51560.328727120585,0.043405000265414426,4.647648523274231
ma6_a5_h30km,742,1.1257644604274888,0.23198107499999998,0.1625,0.225,0.33510201297012304,0.10576809329277284,0.024246785511073614,4291.766994122893,1887.361547,2.273950638098326,48994.0284386775,57870.48588,0.8466151215711463,48994.0284386775,0.042976438937491875,4.659015533275769
ma6_a5_h30km,743,1.1626784237046905,0.23198107499999998,0.17500000000000002,0.225,0.3306659130685381,0.10421892807209726,0.02502113045365198,4246.056253464466,1910.222243,2.2228074607675197,47145.221343631994,58337.57397,0.8081450450420915,47145.221343631994,0.042648986792811885,4.66778926985231
ma6_a5_h30km,744,1.1995923869818923,0.23198107499999998,0.1875,0.225,0.3246679131635028,0.10212535787495541,0.02569793159992401,4184.281922970506,1930.20319,2.1677934968963064,44950.36734706416,58490.94121,0.768501351101171,44950.36734706416,0.04220485655699538,4.679814309467802
ma6_a5_h30km,745,1.236506350259094,0.23198107499999998,0.2,0.225,0.32070925785509863,0.1007443483476318,0.026000691254592905,4143.532900524225,1939.14145,2.136787339842704,43456.03578115386,57455.64384,0.7563405938356267,43456.03578115386,0.04191086357434572,4.687854943140511
ma6_a5_h30km,746,1.2734203135362956,0.23198107499999998,0.21250000000000002,0.225,0.32070925785509863,0.1007443483476318,0.047600206343739154,4143.532900524225,2576.815852,1.6080050490640276,42158.54719913362,76798.23699,0.5489520183207219,42158.54719913362,0.04191086357434572,4.687854943140511
ma6_a5_h30km,747,1.3103342768134971,0.23198107499999998,0.225,0.225,0.31209721098456944,0.0977422957827259,0.04735806639852793,4054.9522608313614,2569.667245,1.5780067511548022,40390.50856561451,76260.67663,0.529637427183873,40390.50856561451,0.041268910657543525,4.705640829380728
ma6_a5_h30km,748,1.3472482400906989,0.23198107499999998,0.23750000000000002,0.225,0.31209721098456944,0.0977422957827259,0.04746951434422867,4054.9522608313614,2572.957481,1.57598883416269,39313.234198249345,75985.39516,0.5173788214889024,39313.234198249345,0.041268910657543525,4.705640829380728
ma6_a5_h30km,749,1.3841622033679006,0.23198107499999998,0.25,0.225,0.31209721098456944,0.0977422957827259,0.04772333685460306,4054.9522608313614,2580.450988,1.5714122375074389,38317.8008759647,74197.11403,0.5164324970978215,38317.8008759647,0.041268910657543525,4.705640829380728
ma6_a5_h30km,810,0.7252122695688459,0.25775675,0.0,0.25,0.3239279312247761,0.10186716206770152,0.12191427508309599,4176.663418871034,4770.762297,0.8754708700321218,158951.5511766872,160600.8975,0.9897301550054365,341269.1121196458,0.04214995354172714,4.681310973676283
ma6_a5_h30km,811,0.7611346161992353,0.25775675,0.0125,0.25,0.3239279312247761,0.10186716206770152,0.11321871014544477,4176.663418871034,4514.046387,0.9252593041355102,175940.373327558,152380.3828,1.1546130157612255,175940.373327558,0.04214995354172714,4.681310973676283
ma6_a5_h30km,812,0.7970569628296247,0.25775675,0.025,0.25,0.3239279312247761,0.10186716206770152,0.0753896594172985,4176.663418871034,3397.233477,1.2294307845333392,124408.631064409,116685.677,1.0661859644042602,124408.631064409,0.04214995354172714,4.681310973676283
ma6_a5_h30km,813,0.8329793094600142,0.25775675,0.037500000000000006,0.25,0.3239279312247761,0.10186716206770152,0.0532666568819107,4176.663418871034,2744.104351,1.5220497782269047,101579.22190198873,94926.73943,1.0700801745844681,101579.22190198873,0.04214995354172714,4.681310973676283
ma6_a5_h30km,814,0.8689016560904036,0.25775675,0.05,0.25,0.3445997978975197,0.10908669946281915,0.11283542343962497,4389.6880834695085,4502.730757,0.9748946406900403,90386.04476919262,137649.1454,0.6566407986517918,90386.04476919262,0.0436745722062941,4.640564630752962
ma6_a5_h30km,815,0.904824002720793,0.25775675,0.0625,0.25,0.3868694101764267,0.1238686971733867,0.11452166680745406,4825.855933575611,4552.513089,1.0600421875196966,82459.40624182059,136476.1209,0.6042039127287401,82459.40624182059,0.04673205375232329,4.563582815561544
ma6_a5_h30km,816,0.9407463493511825,0.25775675,0.07500000000000001,0.25,0.3793187311880966,0.1212282381325151,0.037138875403184404,4747.944722540391,2267.969893,2.0934778443024027,75502.55371467216,77737.20962,0.9712537159971213,75502.55371467216,0.04619189688710521,4.576753160540178
ma6_a5_h30km,817,0.9766686959815719,0.25775675,0.08750000000000001,0.25,0.3743849549414541,0.11950264386713182,0.09005450588290827,4697.028144441505,3830.178252,1.2263210314007873,69935.7104617621,115868.9022,0.6035761894166121,69935.7104617621,0.04583752503931336,4.58549038594098
ma6_a5_h30km,818,1.0125910426119613,0.25775675,0.1,0.25,0.3654591580405276,0.11638066020727046,0.08300203195233383,4604.908734896838,3621.970703,1.271382104521909,65310.66105534064,109920.5837,0.5941622474785007,65310.66105534064,0.0451935834028709,4.601568175981052
ma6_a5_h30km,819,1.0485133892423508,0.25775675,0.1125,0.25,0.35958335831062654,0.11432558350820451,0.07763594355173979,4544.270220185532,3463.549683,1.3120268614854835,61277.77805605306,106194.6525,0.5770326152350568,61277.77805605306,0.044767693715598744,4.612347472272238
ma6_a5_h30km,820,1.0844357358727401,0.25775675,0.125,0.25,0.35370740182395227,0.11227073093885047,0.06823665936762166,4483.63831880055,3186.058133,1.4072682078084826,58086.13048417526,100179.5712,0.5798201149035788,58086.13048417526,0.04434022386037087,4.623286318033132
ma6_a5_h30km,821,1.1203580825031296,0.25775675,0.1375,0.25,0.3474528747660106,0.11008398541520678,0.0678929116922011,4419.114692667463,3175.909799,1.3914484265450207,54930.917493387184,98950.15366,0.5551372631732726,54930.917493387184,0.04388349810178337,4.635109018872127
